in	out	weight	time
7	195r	1	1136422540
16	195r	1	1196106964
35	196r	1	1240692698
25	197r	1	1264517072
27	198r	1	1316374252
27	199r	1	1316374252
27	200r	1	1316374252
33	200r	1	1318242408
33	201r	1	1326356882
24	202r	1	1421020724
36	203r	1	1438202272
24	203r	1	1424394693
24	204r	1	1424584394
36	204r	1	1438202027
24	205r	1	1424586464
24	206r	1	1426643930
3	207r	1	1429231583
17	207r	1	1429245721
17	207r	1	1426839339
17	208r	1	1429245721
3	208r	1	1429231583
17	208r	1	1426839339
17	209r	1	1426839339
17	209r	1	1429245728
3	209r	1	1429231582
17	210r	1	1426839339
17	211r	1	1426839339
17	212r	1	1429245735
3	212r	1	1429231583
17	212r	1	1426839339
17	213r	1	1426839339
17	214r	1	1429245735
17	214r	1	1426839339
3	214r	1	1429231583
3	215r	1	1429231583
17	215r	1	1429245735
17	215r	1	1426839339
17	216r	1	1429245736
17	216r	1	1426839340
3	216r	1	1429231583
17	217r	1	1429213396
3	217r	1	1429231587
17	217r	1	1429245737
17	218r	1	1429245737
3	218r	1	1429231587
17	218r	1	1429213396
17	219r	1	1429245738
17	219r	1	1429213397
3	219r	1	1429231587
3	220r	1	1429231587
17	220r	1	1429245739
17	220r	1	1429213399
3	221r	1	1429231587
17	221r	1	1429245739
17	221r	1	1429213399
17	222r	1	1429245740
17	222r	1	1429213399
3	222r	1	1429231587
3	223r	1	1429231587
17	223r	1	1429213399
17	223r	1	1429245743
36	224r	1	1438202027
36	225r	1	1438202272
37	226r	1	1438645088
37	227r	1	1443816698
37	228r	1	1443816699
37	229r	1	1443816699
37	230r	1	1443816699
37	231r	1	1443816699
37	232r	1	1443816699
37	233r	1	1443816700
